时间(s),x1_aligned,y1_aligned,x2_aligned_corrected,y2_aligned_corrected,X坐标(m),Y坐标(m)
276.1,-1.0617522012707772,3.0042998813984925,-1.0617522304302738,3.0042998121618565,-1.0617522158505255,3.0042998467801745
276.2,-1.0637559555619316,2.9995284171102536,-1.06375598458407,2.99952834781118,-1.0637559700730008,2.999528382460717
276.3,-1.0657502704523916,2.9947526747918713,-1.065750299335896,2.994752605430014,-1.0657502848941438,2.994752640110943
276.4,-1.0677351368446546,2.9899726731161493,-1.067735165594389,2.9899726036944028,-1.0677351512195217,2.989972638405276
276.5,-1.0697105456854392,2.9851884307790377,-1.069710574292804,2.985188361293261,-1.0697105599891215,2.9851883960361496
276.6,-1.0716764879388079,2.9803999664854635,-1.0716765164137,2.98039989694111,-1.071676502176254,2.9803999317132868
276.7,-1.0736329546305228,2.975607298972239,-1.073632982964314,2.9756072293652265,-1.0736329687974184,2.975607264168733
276.8,-1.0755799368036973,2.9708104469851464,-1.0755799650012887,2.9708103773183026,-1.075579950902493,2.9708104121517245
276.9,-1.0775174255459143,2.966009429292653,-1.0775174536060057,2.966009359565672,-1.07751743957596,2.966009394429163
277.0,-1.0794454119892183,2.9612042646859313,-1.07944543990936,2.9612041948979,-1.0794454259492892,2.9612042297919157
277.1,-1.081363887283094,2.9563949719649596,-1.0813639150670367,2.956394902118107,-1.0813639011750653,2.956394937041533
277.2,-1.083272842639058,2.9515815699609886,-1.08327287028434,2.95158150005443,-1.083272856461699,2.9515815350077093
277.3,-1.085172269286074,2.9467640775140658,-1.0851722967914108,2.946764007547475,-1.0851722830387422,2.9467640425307704
277.4,-1.0870621584978128,2.941942513486488,-1.0870621858681289,2.9419424434626626,-1.087062172182971,2.9419424784745756
277.5,-1.0889425015926482,2.9371168967628165,-1.0889425288192582,2.937116826677793,-1.0889425152059533,2.9371168617203045
277.6,-1.0908132899064864,2.932287246236246,-1.0908133169994,2.93228717609528,-1.0908133034529433,2.9322872111657627
277.7,-1.0926745148375938,2.927453580830623,-1.0926745417880979,2.9274535106298005,-1.0926745283128458,2.927453545730212
277.8,-1.094526167801776,2.922615919478421,-1.0945261946148288,2.9226158492204726,-1.0945261812083023,2.9226158843494465
277.9,-1.096368240259779,2.917774281133916,-1.0963682669340729,2.9177742108185645,-1.096368253596926,2.91777424597624
278.0,-1.0982007237172813,2.912928684773209,-1.09820075025035,2.91292861439959,-1.0982007369838156,2.9129286495863997
278.1,-1.1000236096975868,2.9080791493808618,-1.1000236360932294,2.908079078951125,-1.1000236228954081,2.9080791141659934
278.2,-1.101836889786684,2.9032256939714665,-1.10183691604242,2.90322562348478,-1.101836902914552,2.9032256587281235
278.3,-1.1036405555881912,2.8983683375680696,-1.103640581702726,2.8983682670241357,-1.1036405686454587,2.8983683022961024
278.4,-1.1054345987508964,2.893507099215073,-1.1054346247292088,2.8935070286165927,-1.1054346117400526,2.893507063915833
278.5,-1.1072190109687499,2.8886419979782567,-1.1072190368020736,2.8886419273214363,-1.1072190238854116,2.8886419626498467
278.6,-1.108993783953414,2.883773052931684,-1.10899380965187,2.88377298222158,-1.108993796802642,2.8837730175766323
278.7,-1.1107589094795542,2.8789002831788344,-1.1107589350343465,2.8789002124117067,-1.1107589222569505,2.8789002477952703
278.8,-1.1125143793395553,2.8740237078314625,-1.1125144047556992,2.874023637009943,-1.1125143920476273,2.8740236724207024
278.9,-1.114260185371196,2.8691433460222324,-1.1142602106473787,2.869143275146067,-1.1142601980092874,2.8691433105841497
279.0,-1.1159963194576445,2.864259216904736,-1.11599634459138,2.86425914597311,-1.1159963320245123,2.864259181438923
279.1,-1.1177227734998683,2.8593713396406737,-1.1177227984949982,2.859371268655665,-1.1177227859974332,2.859371304148169
279.2,-1.1194395394621426,2.854479733420535,-1.11943956431617,2.85447966238136,-1.1194395518891564,2.8544796979009472
279.3,-1.1211466093265474,2.84958441744291,-1.1211466340381768,2.8495843463492965,-1.121146621682362,2.8495843818961033
279.4,-1.1228439751207822,2.844685410926845,-1.1228439996950492,2.8446853397813925,-1.1228439874079157,2.8446853753541186
279.5,-1.1245316289181573,2.8397827331118655,-1.1245316533462095,2.839782661910951,-1.1245316411321835,2.839782697511408
279.6,-1.1262095628098694,2.834876403245427,-1.12620958710193,2.83487633199391,-1.1262095749558996,2.8348763676196684
279.7,-1.127877768950726,2.8299664406031493,-1.1278777930979262,2.8299663692974732,-1.1278777810243261,2.8299664049503113
279.8,-1.1295362395134272,2.825052864468576,-1.1295362635208388,2.825052793111273,-1.129536251517133,2.8250528287899246
279.9,-1.1311849667165024,2.820135694145254,-1.1311849905828062,2.8201356227360894,-1.1311849786496544,2.8201356584406714
280.0,-1.1328239428243088,2.8152149489567546,-1.132823966547,2.81521487749496,-1.1328239546856542,2.8152149132258573
280.1,-1.1344531601191712,2.8102906482344023,-1.1344531837021348,2.81029057672198,-1.134453171910653,2.810290612478191
280.2,-1.1360726109473287,2.8053628113370523,-1.13607263438805,2.80536273977327,-1.1360726226676894,2.805362775555161
280.3,-1.1376822876729957,2.800431457631302,-1.1376823109701706,2.800431386015916,-1.1376822993215832,2.8004314218236086
280.4,-1.1392821827064283,2.7954966065033022,-1.139282205865149,2.7954965348388128,-1.1392821942857887,2.7954965706710575
280.5,-1.1408722885039198,2.7905582773587727,-1.1408723115152655,2.7905582056417373,-1.1408723000095926,2.790558241500255
280.6,-1.1424525975398143,2.78561648961101,-1.14245262041411,2.78561641784608,-1.1424526089769622,2.785616453728545
280.7,-1.1440231023526617,2.7806712627002046,-1.1440231250809536,2.7806711908839934,-1.1440231137168078,2.7806712267920988
280.8,-1.145583795499069,2.775722616074114,-1.145583818086479,2.775722544209053,-1.1455838067927742,2.7757225801415837
280.9,-1.1471346695818923,2.7707705691995868,-1.1471346920271006,2.770770497285473,-1.1471346808044964,2.77077053324253
281.0,-1.1486757172502302,2.7658151415625807,-1.14867573955072,2.7658150695987,-1.1486757284004752,2.76581510558064
281.1,-1.1502069311713146,2.7608563526564516,-1.1502069533310113,2.760856280644731,-1.150206942251163,2.7608563166505915
281.2,-1.1517283040768669,2.755894222000815,-1.15172832609324,2.75589414994057,-1.1517283150850535,2.7558941859706927
281.3,-1.1532398287167465,2.750928769122674,-1.1532398505884862,2.7509286970136824,-1.1532398396526164,2.750928733068178
281.4,-1.1547414978872628,2.745960013567663,-1.1547415196195092,2.7459599414123232,-1.154741508753386,2.745959977489993
281.5,-1.1562333044311706,2.740987974900069,-1.1562333260149238,2.7409879026951147,-1.156233315223047,2.740987938797592
281.6,-1.1577152412094347,2.7360126726913916,-1.15771526265512,2.73601260044127,-1.1577152519322773,2.736012636566331
281.7,-1.1591873011477916,2.731034126538749,-1.1591873224463933,2.7310340542402525,-1.1591873117970923,2.7310340903895005
281.8,-1.1606494771901954,2.726052356046465,-1.1606494983468891,2.7260522837019225,-1.1606494877685423,2.726052319874194
281.9,-1.1621017623272463,2.7210673808370363,-1.1621017833407064,2.7210673084462726,-1.1621017728339762,2.7210673446416545
282.0,-1.1635441495961898,2.716079220551149,-1.16354417046388,2.7160791481135,-1.163544160030035,2.716079184332324
282.1,-1.1649766320525574,2.7110878948365253,-1.1649766527784402,2.7110878223538384,-1.1649766424154988,2.7110878585951816
282.2,-1.1663992028169206,2.706093423365859,-1.16639922339845,2.7060933508375,-1.1663992131076852,2.7060933871016797
282.3,-1.1678118550281442,2.701095825818868,-1.1678118754640072,2.7010957532446422,-1.1678118652460756,2.701095789531755
282.4,-1.1692145818719375,2.696095121892979,-1.169214602167329,2.6960950492751827,-1.1692145920196333,2.696095085584081
282.5,-1.1706073765808476,2.6910913313033444,-1.1706073967267048,2.6910912586388913,-1.170607386653776,2.691091294971118
282.6,-1.1719902324057838,2.6860844737719702,-1.17199025241262,2.6860844010651,-1.171990242409202,2.6860844374185353
282.7,-1.1733631426629596,2.6810745690451863,-1.1733631625216823,2.6810744962928705,-1.173363152592321,2.6810745326690286
282.8,-1.1747261006869558,2.6760616368761667,-1.1747261204027892,2.6760615640806327,-1.1747261105448725,2.6760616004783997
282.9,-1.1760790998593864,2.6710456970353276,-1.1760791194310052,2.671045624196429,-1.1760791096451957,2.6710456606158783
283.0,-1.1774221336088933,2.666026769310347,-1.17742215303375,2.66602669642747,-1.1774221433213217,2.6660267328689082
283.1,-1.1787551953825541,2.6610048734955716,-1.1787552146646487,2.6610048005704834,-1.1787552050236014,2.6610048370330275
283.2,-1.1800782786930075,2.655980029409024,-1.18007829782978,2.65597995644114,-1.1800782882613938,2.655979992925082
283.3,-1.1813913770713333,2.650952256875386,-1.181391396061468,2.6509521838645362,-1.1813913865664007,2.650952220369961
283.4,-1.1826944840958291,2.645921575736115,-1.182694502944569,2.645921502684493,-1.182694493520199,2.6459215392103044
283.5,-1.183987593392005,2.6408880058494613,-1.1839876120902204,2.640887932754165,-1.1839876027411127,2.6408879693018132
283.6,-1.1852706986038783,2.635851567080164,-1.18527071716217,2.63585149394522,-1.1852707078830242,2.635851530512692
283.7,-1.1865437934412817,2.630812279315979,-1.1865438118504925,2.63081220613854,-1.186543802645887,2.6308122427272593
283.8,-1.1878068716325594,2.6257701624511434,-1.1878068898979592,2.625770089233333,-1.1878068807652593,2.625770125842238
283.9,-1.1890599269534523,2.6207252363961957,-1.1890599450737112,2.6207251631378967,-1.1890599360135816,2.620725199767046
284.0,-1.1903029532270917,2.6156775210780023,-1.19030297119965,2.61567744777865,-1.1903029622133707,2.615677484428326
284.1,-1.191535944295186,2.6106270364297317,-1.1915359621240833,2.610626963091009,-1.1915359532096348,2.6106269997603704
284.2,-1.1927588940655054,2.6055738024069144,-1.19275891174817,2.60557372902829,-1.1927589029068377,2.605573765717602
284.3,-1.1939717964644012,2.600517838971376,-1.193971813999511,2.6005177655527123,-1.1939718052319561,2.6005178022620443
284.4,-1.1951746454657963,2.5954591661007744,-1.1951746628586393,2.5954590926441625,-1.195174654162218,2.5954591293724683
284.5,-1.1963674350911815,2.5903978037886253,-1.1963674523325643,2.590397730291338,-1.196367443711873,2.5903977670399816
284.6,-1.1975501593806905,2.5853337720345584,-1.1975501764813,2.58533369850041,-1.1975501679309952,2.585333735267484
284.7,-1.1987228124407585,2.5802670908599077,-1.19872282939138,2.580267017286236,-1.1987228209160694,2.580267054073072
284.8,-1.1998853883964693,2.575197780292116,-1.1998854052024193,2.5751977066809433,-1.1998853967994443,2.5751977434865294
284.9,-1.201037881420649,2.5701258603739863,-1.2010378980805942,2.5701257867252187,-1.2010378897506215,2.5701258235496027
285.0,-1.2021802857338622,2.5650513511637056,-1.20218030224523,2.56505127747683,-1.202180293989546,2.565051314320268
285.1,-1.2033125955753816,2.5599742727253902,-1.2033126119422466,2.5599741990020126,-1.203312603758814,2.5599742358637014
285.2,-1.2044348052510123,2.554894645144202,-1.20443482147079,2.55489457138384,-1.2044348133609013,2.554894608264021
285.3,-1.2055469090852744,2.5498124885112223,-1.205546925156638,2.54981241471376,-1.205546917120956,2.549812451612491
285.4,-1.2066489014505957,2.544727822932421,-1.2066489173788792,2.544727749099843,-1.2066489094147375,2.544727786016132
285.5,-1.2077407767673114,2.53964066852867,-1.2077407925432664,2.5396405946584384,-1.207740784655289,2.5396406315935542
285.6,-1.2088225294745294,2.5345510454265896,-1.20882254510892,2.53455097152231,-1.2088225372917247,2.53455100847445
285.7,-1.209894154078115,2.5294589737731807,-1.2098941695616654,2.529458899832375,-1.2098941618198902,2.5294589368027776
285.8,-1.21095564510271,2.524364473721184,-1.2109556604407794,2.5243643997457625,-1.2109556527717447,2.524364436733473
285.9,-1.2120069971210257,2.5192675654377426,-1.2120070123122826,2.519267491427636,-1.212007004716654,2.5192675284326893
286.0,-1.213048204753837,2.5141682691044265,-1.2130482197957,2.51416819505917,-1.2130482122747686,2.514168232081798
286.1,-1.2140792626407557,2.5090666049083636,-1.2140792775373317,2.5090665308294815,-1.2140792700890437,2.5090665678689223
286.2,-1.2151001654883764,2.503962593056404,-1.21510018023707,2.50396251894347,-1.2151001728627233,2.5039625559999372
286.3,-1.2161109080221362,2.4988562537609456,-1.2161109226216167,2.498856179613879,-1.2161109153218765,2.498856216687412
286.4,-1.217111485015691,2.4937476072483142,-1.2171114994713292,2.4937475330689933,-1.21711149224351,2.4937475701586536
286.5,-1.2181018912909156,2.488636673758782,-1.2181019055934061,2.488636599544846,-1.218101898442161,2.488636636651814
286.6,-1.2190821216885805,2.483523473537995,-1.21908213584877,2.48352339929283,-1.2190821287686753,2.483523436415412
286.7,-1.2200521711166539,2.478408026850646,-1.220052185125222,2.4784079525719607,-1.220052178120938,2.4784079897113034
286.8,-1.2210120345020032,2.473290353966792,-1.2210120483643494,2.4732902796563927,-1.2210120414331764,2.4732903168115925
286.9,-1.2219617068198716,2.4681704751699356,-1.2219617205346558,2.4681704008277823,-1.2219617136772638,2.468170437998859
287.0,-1.222901183093875,2.463048410757047,-1.2229011966585,2.46304833638273,-1.2229011898761875,2.4630483735698885
287.1,-1.2238304583665796,2.4579241810302803,-1.2238304717851864,2.4579241066252404,-1.2238304650758831,2.4579241438277606
287.2,-1.2247495277479548,2.452797806310167,-1.22474954101794,2.45279773187403,-1.2247495343829473,2.452797769092099
287.3,-1.2256583863669264,2.4476693069224145,-1.225658399486961,2.447669232455121,-1.2256583929269436,2.4476692696887676
287.4,-1.2265570294009422,2.442538703205694,-1.2265570423764396,2.442538628709013,-1.2265570358886908,2.4425386659573536
287.5,-1.227445452075971,2.437406015511661,-1.2274454648975721,2.437405940983421,-1.2274454584867716,2.437405978247541
287.6,-1.2283236496369896,2.4322712641969666,-1.22832366231561,2.43227118964034,-1.2283236559762998,2.4322712269186533
287.7,-1.2291916173965771,2.427134469635969,-1.2291916299228451,2.427134395048852,-1.2291916236597111,2.4271344323424104
287.8,-1.230049350686326,2.4219956522080137,-1.2300493630656792,2.421995577592103,-1.2300493568760027,2.4219956149000583
287.9,-1.2308968448864916,2.4168548323049213,-1.23089685711759,2.416854757660199,-1.2308968510020408,2.41685479498256
288.0,-1.2317340954259903,2.411712030331013,-1.23173410750623,2.41171195565712,-1.23173410146611,2.4117119929940665
288.1,-1.2325610977528023,2.4065672666954154,-1.2325611096863556,2.4065671919937133,-1.232561103719579,2.4065672293445646
288.2,-1.2333778473827064,2.4014205618242928,-1.23337785916696,2.40142048709446,-1.2333778532748332,2.4014205244593763
288.3,-1.234184339850549,2.3962719361486067,-1.2341843514841688,2.3962718613906113,-1.234184345667359,2.396271898769609
288.4,-1.2349805707399741,2.391121410111309,-1.2349805822284095,2.391121335326813,-1.2349805764841917,2.391121372719061
288.5,-1.2357665356834193,2.3859690041673645,-1.2357665470172683,2.385968929354383,-1.2357665413503438,2.3859689667608737
288.6,-1.2365422303324398,2.3808147387763543,-1.23654224152269,2.38081466393784,-1.236542235927565,2.380814701357097
288.7,-1.2373076504065785,2.3756586344142177,-1.2373076614438123,2.375658559548251,-1.2373076559251954,2.3756585969812343
288.8,-1.2380627916445015,2.3705007115615024,-1.2380628025341898,2.3705006366696733,-1.2380627970893456,2.370500674115588
288.9,-1.2388076498338032,2.3653409907102603,-1.2388076605746026,2.365340915792583,-1.2388076552042029,2.3653409532514216
289.0,-1.2395422208110045,2.360179492364068,-1.2395422314003,2.36017941742024,-1.2395422261056521,2.360179454892154
289.1,-1.2402665004317939,2.355016237030929,-1.2402665108737838,2.355016162062228,-1.2402665056527888,2.3550161995465784
289.2,-1.240980484620023,2.3498512452345275,-1.24098049491209,2.34985117024068,-1.2409804897660566,2.3498512077376037
289.3,-1.2416841693187162,2.3446845375029635,-1.2416841794595321,2.3446844624839573,-1.2416841743891243,2.3446844999934604
289.4,-1.2423775505199561,2.3395161343753546,-1.2423775605150098,2.3395160593327433,-1.242377555517483,2.339516096854049
289.5,-1.2430606242648814,2.334346056401856,-1.2430606341047266,2.3343459813338487,-1.243060629184804,2.334346018867852
289.6,-1.2437333866138482,2.3291743241368557,-1.24373339630953,2.32917424904619,-1.243733391461689,2.329174286591523
289.7,-1.2443958336955496,2.324000958149742,-1.2443958432376034,2.3240008830346834,-1.2443958384665765,2.324000920592213
289.8,-1.2450479616578993,2.318825979014127,-1.2450479710518298,2.318825903876153,-1.2450479663548646,2.31882594144514
289.9,-1.2456897666979894,2.3136494073141494,-1.2456897759424557,2.3136493321532985,-1.2456897713202224,2.313649369733724
290.0,-1.2463212450620855,2.3084712636445013,-1.24632125415447,2.30847118846052,-1.2463212496082776,2.308471226052511
290.1,-1.2469423930157193,2.303291568603913,-1.2469424019602495,2.3032914933979947,-1.2469423974879845,2.303291531000954
290.2,-1.24755320689293,2.2981103428054315,-1.24755321568698,2.29811026757736,-1.247553211289955,2.298110305191396
290.3,-1.248153683047026,2.2929276068661357,-1.248153691689262,2.2929275316159337,-1.248153687368144,2.2929275692410345
290.4,-1.2487438178806085,2.2877433814131414,-1.2487438263765498,2.2877433061422527,-1.2487438221285792,2.287743343777697
290.5,-1.2493236078455725,2.2825576870836275,-1.2493236161857342,2.282557611790443,-1.2493236120156532,2.2825576494370354
290.6,-1.2498930494131206,2.2773705445186185,-1.24989305760861,2.27737046920565,-1.2498930535108652,2.277370506862134
290.7,-1.2504521391231223,2.2721819743727707,-1.2504521471644385,2.272181899038477,-1.2504521431437805,2.272181936705624
290.8,-1.2510008735347593,2.26699199730458,-1.2510008814274398,2.266991921950333,-1.2510008774810997,2.2669919596274566
290.9,-1.2515392492566224,2.2618006339820873,-1.2515392569993264,2.261800558607954,-1.2515392531279743,2.2618005962950205
291.0,-1.252067262946708,2.2566079050829004,-1.25206727053681,2.25660782968868,-1.2520672667417592,2.25660786738579
291.1,-1.2525849112823648,2.251413831288283,-1.2525849187241176,2.2514137558750784,-1.2525849150032413,2.2514137935816807
291.2,-1.2530921910097577,2.246218433292444,-1.25309219830053,2.24621835786009,-1.2530921946551439,2.2462183955762667
291.3,-1.2535890988944076,2.2410217317932397,-1.2535891060328674,2.241021656341786,-1.2535891024636374,2.2410216940675127
291.4,-1.2540756317513528,2.2358237474975784,-1.2540756387430498,2.2358236720283626,-1.2540756352472013,2.2358237097629705
291.5,-1.2545517864451468,2.2306245011214454,-1.2545517932805579,2.2306244256330503,-1.2545517898628522,2.230624463377248
291.6,-1.2550175598597355,2.2254240133842838,-1.25501756655002,2.225423937879,-1.255017563204878,2.225423975631642
291.7,-1.2554729489480239,2.2202223050177934,-1.2554729554836497,2.2202222294942695,-1.2554729522158368,2.2202222672560312
291.8,-1.2559179506823126,2.215019396757127,-1.2559179570688497,2.2150193212166225,-1.2559179538755811,2.2150193589868747
291.9,-1.2563525620845246,2.2098153093459967,-1.2563525683206325,2.2098152337886052,-1.2563525652025787,2.209815271567301
292.0,-1.256776780226204,2.2046100635366983,-1.25677678630925,2.20460998796227,-1.256776783267727,2.204610025749484
292.1,-1.257190602198326,2.1994036800847927,-1.2571906081325852,2.1994036044943526,-1.2571906051654556,2.199403642289573
292.2,-1.257594025160962,2.194196179757408,-1.2575940309438,2.19419610415084,-1.257594028052381,2.194196141954124
292.3,-1.257987046293619,2.1889875833249275,-1.2579870519237069,2.1889875077023033,-1.2579870491086629,2.1889875455136156
292.4,-1.2583696628255217,2.183777911565799,-1.2583696683084398,2.183777835928343,-1.2583696655669807,2.183777873747071
292.5,-1.2587418720356143,2.178567185266556,-1.2587418773618049,2.178567109613046,-1.2587418746987096,2.178567147439801
292.6,-1.2591036712223087,2.1733554252168044,-1.25910367640298,2.17335534954931,-1.2591036738126444,2.173355387383057
292.7,-1.2594550577532482,2.16814265221703,-1.2594550627788363,2.1681425765343896,-1.2594550602660424,2.16814261437571
292.8,-1.2597960290155492,2.162928887070784,-1.2597960338916498,2.162928811374143,-1.2597960314535994,2.1629288492224634
292.9,-1.2601265824461358,2.157714150589177,-1.260126587171411,2.157714074878656,-1.2601265848087735,2.157714112733917
293.0,-1.2604467155317427,2.1524984635909066,-1.26044672010356,2.15249838786641,-1.2604467178176515,2.152498425728658
293.1,-1.2607564257786086,2.1472818468975494,-1.2607564302012713,2.1472817711600154,-1.26075642798994,2.147281809028782
293.2,-1.2610557107623335,2.1420643213408703,-1.2610557150332,2.14206424559024,-1.2610557128977669,2.1420642834655554
293.3,-1.2613445680780246,2.1368459077555095,-1.261344572195756,2.1368458319918826,-1.2613445701368904,2.136845869873696
293.4,-1.2616229953706832,2.131626626983167,-1.2616229993408798,2.1316265512076527,-1.2616229973557815,2.1316265890954096
293.5,-1.2618909903352034,2.1264064998726293,-1.2618909941482854,2.1264064240841916,-1.2618909922417445,2.1264064619784104
293.6,-1.2621485506860186,2.121185547275366,-1.26214855435325,2.12118547147585,-1.2621485525196343,2.121185509375608
293.7,-1.262395674207045,2.1159637900523443,-1.2623956777188403,2.11596371424078,-1.2623956759629427,2.115963752146562
293.8,-1.2626323587017425,2.1107412490672064,-1.2626323620637199,2.110741173244633,-1.2626323603827312,2.1107412111559194
293.9,-1.2628586020235446,2.1055179451901607,-1.2628586052343616,2.1055178693567296,-1.262858603628953,2.105517907273445
